ulges;The main gods of ancient Greece known as the what?;Dodekatheon;HUM:gr;12108;The principal gods of the ancient Greek religion were the Dodekatheon, or the Twelve Gods, who lived on the top of Mount Olympus.
ulges;What Greek style was the core of Carthage's military?;phalanx;ENTY:other;455379;The core of Carthage's military was the Greek-style phalanx formed by citizen hoplite spearmen who had been conscripted into service, though their armies also included large numbers of mercenaries.
ulges;New Delhi played host to what major athletic competition in 2010?;Commonwealth Games;ENTY:other;51585;The city hosted the 2010 Commonwealth Games and annually hosts Delhi Half Marathon foot-race.
ulges;How many murders did Detroit have in 2015?;295;NUM:count;8687;At year-end 2015, Detroit had 295 criminal homicides, down slightly from 299 in 2014.
davidoff-meyer;Where is Ovčarevo located?;Bosnia and Herzegovina;LOC:other;51089194;Ovčarevo is a village in Travnik, Bosnia and Herzegovina.\n\n\n== References ==
ulges;What artist did Kanye go on tour with while promoting album number six?;Kendrick Lamar;HUM:ind;523032;On September 6, 2013, Kanye West announced he would be headlining his first solo tour in five years, to support Yeezus, with fellow American rapper Kendrick Lamar accompanying him along the way.
benjabeur-reitz;When did the comet Shoemaker–Levy colided with another planet?;July 1994;NUM:date;63794;The Comet Shoemaker–Levy 9 impact provided the first direct observation of an extraterrestrial collision of Solar System objects, when the comet broke apart and collided with Jupiter in July 1994.
Articifial Stupidity;How many provinces are there in the Democratic Republic of the Congo?;26;NUM:count;446935;Kongo Central  formerly Bas-Congo  is one of the 26 provinces of the Democratic Republic of the Congo.
Articifial Stupidity;When was the Delaware and Raritan Canal built?;1830s;NUM:date;233684;The Delaware and Raritan Canal is a canal in central New Jersey  United States built in the 1830s that served to connect the Delaware River to the Raritan River.
FuhrmeisterLendle;In which year was Steve Blamires born?;1955;NUM:count;6481715;Steve Blamires (born 1955) is a researcher and historian in the field of Neopaganism, Celtic spirituality, and folklore, and the author of three books in these fields.
ulges;When was Luther's last sermon?;15 February 1546;NUM:date;7567080;His last sermon was delivered at Eisleben, his place of birth, on 15 February 1546, three days before his death.
ulges;"Who wrote that ""John von Neumann's brilliant mind blazed over lattice theory like a meteor?""";Garrett Birkhoff;HUM:ind;15942;"Garrett Birkhoff writes: ""John von Neumann's brilliant mind blazed over lattice theory like a meteor""."
FuhrmeisterLamkadmiLendle;Where in Kingston Canada can musicans lend instruments for free?;Joe Chithalen Memorial Musical Instrument Lending Library;LOC:other;35027881;The Joe Chithalen Memorial Musical Instrument Lending Library (Joe’s M.I.L.L.) is a library of musical instruments that any aspiring musician can borrow for their use – usually for a 4-week period. There is no charge for the loans. It is located in Kingston, Ontario, Canada.
ulges;When did the University of Southampton receive university designation by official Royal Charter?;1952;NUM:date;7920751;The University of Southampton, which was founded in 1862 and received its Royal Charter as a university in 1952, has over 22,000 students.
funk-jung;In which country is Parapara located?;Venezuela;LOC:country;18125390;Parapara or Parapara de Ortíz is a small city in Guárico, Venezuela.
ulges;In what year did Alaskan State Troopers become an official organization?;1941;NUM:date;624;They have a long and storied history, but were not an official organization until 1941.
lang-wilhelm;What was the name of the system which offered enough accuracy to be used as an aiming reference without the need to use a bombsight?;Gee;ENTY:other;590945;For large,fixed targets,like the cities that were attacked at night,Gee offered enough accuracy to be used as an aiming reference without the need to use a bombsight or other external reference.
maciejewska-maita;Which film in north America in 2013 was the third-highest-grossing?;Frozen;ENTY:other;34164547;In North America, Frozen is the twenty-fourth-highest-grossing film, the third-highest-grossing 2013 film
ulges;Which first-class matches were hosted at Mardyke?;1947, 1961 and 1973;NUM:date;8140815;The club plays at the Mardyke, a ground which has hosted three first-class matches in 1947, 1961 and 1973.
Powerpuff Girls;When was Streamstown railway station opened?;1 August 1851;NUM:date;10165318;Streamstown railway station opened on 1 August 1851 and finally closed on 17 June 1963.
maciejewska-maita;What Country is The Kigach River in? ;Kazakhstan;LOC:country;22928411;The Kigach River is a river of Kazakhstan
ulges;In what year was the Battle of Eylau?;1807;NUM:date;69880;In the next few months, Napoleon marched against the advancing Russian armies through Poland and was involved in the bloody stalemate at the Battle of Eylau in February 1807.
ulges;How many girls were in the top 10 on season 12 of American Idol?;five;NUM:count;191890;The top 10 contestants started with five males and five females, however, the males were eliminated consecutively in the first five weeks, with Lazaro Arbos the last male to be eliminated.
FuhrmeisterLamkadmiLendle;How many kilometers is the Ogosta river long?;147;NUM:count;4354360;The Ogosta river is 147.4 km in length and is fed by 40 tributaries (including the Skat River) in a watershed of 3,157 square kilometers.
ulges;Who lived in a tree to prevent it from being cut down as a form of civil disobedience?;Julia Butterfly Hill;HUM:ind;37073;Julia Butterfly Hill lived in Luna, a 180-foot (55 m)-tall, 600-year-old California Redwood tree for 738 days, successfully preventing it from being cut down.
lang-wilhelm;What is the total area of the pricipal stage of the Amazon Theatr in Manaus?;123.29;NUM:count;3542930;Principal Stage of Presentation: Owns 10.50 metres wide,6.40 meters high and 11.97 meters deep,the principal stage has 14 meters high,the total area is 123.29 square meters.
Natuerliches Mineralwasser;Who made Droid 4 XT894;Motorola Mobility;ENTY:other;34330262;The Motorola Droid 4 (XT894) is a smartphone made by Motorola Mobility.
ulges;What was the combined Israeli-British-French invasion in response to?;Suez Crisis;ENTY:other;8182;In November 1956, Eisenhower forced an end to the combined British, French and Israeli invasion of Egypt in response to the Suez Crisis, receiving praise from Egyptian president Gamal Abdel Nasser.
maciejewska-maita;What year did the The Newton Chikli Colliery disaster ocurred?;1954;NUM:date;52336707;The Newton Chikli Colliery disaster, Chhindwara (M.P.), India occurred on 10 December 1954
funk-jung;When did the Great fire of London end?;5 September 1666;NUM:date;7669549;The Great Fire of London was a major conflagration that swept through the central parts of the English city of London from Sunday, 2 September to Wednesday, 5 September 1666.
ulges;When was the great battle of Raphia?;217 BCE;NUM:date;455379;Ptolemy IV won the great battle of Raphia (217 BCE) against the Seleucids, using native Egyptians trained as phalangites.
ulges;Who brought Chinese arts to Japan?;Zen monks;HUM:gr;28288;Zen monks introduced them to Japan and they were allowed to flourish due to the interest of powerful warrior elites.
abesh-feller;Where is the main center of the Malaysian Centre of Remote Sensing?;Kuala Lumpur;LOC:city;4598960;The Malaysian Centre of Remote Sensing (MACRES) is a Malaysian remote sensing centre. An agency under the Ministry of Science, Technology and Innovation of Malaysia. Its role is to provide data and solutions for remote sensing applications. The main centre is located in Kuala Lumpur and the ground receiving centre is located in Mentakab.
schwarz-voss;Who build the Olomana locomotive?;Baldwin Locomotive Works;HUM:gr;26748612;The Olomana was built by Baldwin Locomotive Works and arrived in the Kingdom of Hawaii in August 1883, after a two-month journey sailing around Cape Horn.
davidoff-meyer;Where is Zarcilla de Ramos?;Murcia;LOC:city;51682876;Zarcilla de Ramos is a village in Murcia, Spain. It is part of the municipality of Lorca.
Team Triggered;In which city was Alexander Bell born?;Edinburgh;LOC:city;852;Alexander Bell was born in Edinburgh, Scotland, on March 3, 1847.
buch-kyritz;In which year was Duke Johns proposal to Crown Prince Eric to Elizabeth I turned down?;1560;NUM:date;47321437;Events from the year 1560 in Sweden\n\n\n== Events ==\nApril - Duke John return home from England with a negative reply to the proposal of Crown Prince Eric to Elizabeth I of England.
ulges;How many years was Francois Mitterrand in power?;14;NUM:count;22989;Most of the postwar's presidents of the Fifth Republic wanted to leave their own monuments in Paris, President Georges Pompidou started the Centre Georges Pompidou (1977), Valéry Giscard d'Estaing began the Musée d'Orsay (1986), President François Mitterrand, in power for 14 years, built the Opéra Bastille (1985-1989), the Bibliothèque nationale de France (1996), the Arche de la Défense (1985-1989), and the Louvre Pyramid with its underground courtyard (1983-1989), Jacques Chirac (2006), the Musée du quai Branly.
benjabeur-reitz;When was the The Australian and New Zealand Map Society formed?;2009;NUM:date;28553672;society was formed in 2009 by the merger of the Australian Map Circle (founded in 1973 as the Australian Map Curator's Circle), and the New Zealand Map Society (founded 1977).
ulges;Queen had a bitter split with what management company in 1975?;Trident Studios;HUM:gr;42010;In September, after an acromonious split with Trident, the band negotiated themselves out of their Trident Studios contract and searched for new management.
ulges;What age are most Israelis drafted into the military?;18;NUM:count;9282173;Most Israelis are drafted into the military at the age of 18.
ulges;Where did the torch relay finish in Turkey?;Taksim Square.;LOC:other;16932722;  Turkey: The torch relay leg in Istanbul, held on April 3, started on Sultanahmet Square and finished in Taksim Square. Uyghurs living in Turkey protested at Chinese treatment of their compatriots living in Xinjiang.
ulges;In what year did Count Karl von Buol deliver the Vienna Conference news to the Russians?;1853;NUM:date;46763;The peace terms arrived at by the four powers at the Vienna Conference were delivered to the Russians by the Austrian Foreign Minister Count Karl von Buol on 5 December 1853.
ulges;What political party is strongest in Melbourne's working class suburbs?;Australian Labor Party;HUM:gr;4689460;The centre-left Australian Labor Party (ALP), the centre-right Liberal Party of Australia, the rural-based National Party of Australia, and the environmentalist Australian Greens are Victoria's main political parties.
Die eisernen Einhoerner;How many buildings has Rainow?;68 buildings;NUM:count;43069266;It contains 68 buildings that are recorded in the National Heritage List for England as designated listed buildings.
ravindran-wedemeyer;Who was the son of King Nahash of Ammon?;Shobi ben Nahash ;HUM:ind;3013620;Shobi ben Nahash was the son of King Nahash of Ammon and brother of his successor Hanun. 
benjabeur-reitz;Who has commanded the UNITA rebels in the 1990s in Angola?;Jonas Savimbi;HUM:ind;15142562;During the Angolan Civil War, he revealed South Africa's secret invasion of Angola, and in the 1990s he revealed human rights abuses committed by UNITA rebels under the command of Jonas Savimbi.
ulges;Where can you see greyhound racing in Newcastle?;Brough Park;LOC:other;70348;The city's speedway team Newcastle Diamonds are based at Brough Park in Byker, a venue that is also home to greyhound racing.
Team Triggered;How large is the continent Africa?;30,368,609 km2;NUM:count;1854;Africa is a continent comprising 63 political territories, representing the largest of the great southward projections from the main mass of Earth's surface. Within its regular outline, it comprises an area of 30,368,609 km2 
ulges;What is the oldest school of Shaivism?;Pāśupata Shaivism;HUM:gr;307365;"Pāśupata Shaivism (Pāśupata, ""of Paśupati"") is the oldest of the major Shaiva schools."
ulges;What was the name of Duke of York's London residence?;145 Piccadilly;LOC:other;46755;The Duke and Duchess and their two daughters lived a relatively sheltered life at their London residence, 145 Piccadilly.
kaiser-simkin;When did Nixdorf bought TCSC?;1980;NUM:date;20111042;When in 1980 Nixdorf bought TCSC, Nixdorf sought to continue the licensing arrangement
ulges;In what year where there 100,646 inhabitants in St. John's?;2006;NUM:date;70581;As of the 2006 Census, there were 100,646 inhabitants in St. John's itself, 151,322 in the urban area and 181,113 in the St. John's Census Metropolitan Area (CMA).
ulges;The Balkan states were primarily what religion? ;Christian;ENTY:cremat;214632;The Balkan states, with the partial exception of Bosnia and Albania, were primarily Christian.
Natuerliches Mineralwasser;Who was the governor of Hansan in 704?;Kim Dae-mun;HUM:ind;893885;He was the governor of Hansan in 704.
ulges;What publication did Philip Howard work for?;The Times newspaper;HUM:gr;8209;"Responding to the findings of the survey in The Times newspaper, journalist Philip Howard maintained that, ""to compare the violence of Dr Who, sired by a horse-laugh out of a nightmare, with the more realistic violence of other television series, where actors who look like human beings bleed paint that looks like blood, is like comparing Monopoly with the property market in London: both are fantasies, but one is meant to be taken seriously."""
kaiser-simkin;How many people die each year, in the United States, as a direct result of an infections with bacteria that are resistant to antibiotics?;23,000;NUM:count;1914;Each year in the United States, at least 2 million people become infected with bacteria that are resistant to antibiotics and at least 23,000 people die each year as a direct result of these infections
Die eisernen Einhoerner;How many rooms has the Grand Turkmen Hotel?;120;NUM:count;23442675;Built in 1995 as the Sheraton Grand Turkmen, it has 120 rooms on 6 floors and is located close to the administrative centre of the city, 15 minutes from the airport.
ott-ragowski;On which area ShoreZone extends?;From Oregon to Alaska;LOC:other;49099203;The mapping project was first developed as an oil spill response tool for British Columbia, and now ShoreZone extends from Oregon to Alaska and has many other uses including ecological studies, marine conservation planning, coastal flooding and vulnerability assessments, and community education.
ulges;What bridge were refugees attempting to cross when it was blown up by the South Korean Army?;Han River;LOC:other;16772;On 28 June, at 2 am, the South Korean Army blew up the highway bridge across the Han River in an attempt to stop the North Korean army.
FuhrmeisterLamkadmiLendle;"Who founded ""The Lost Colony""?";John White and his colonists;HUM:ind;15960649;"After staying there, he was among those who sailed for the New World in 1587 along with Governor John White and his colonists, who founded the failed settlement later known as ""The Lost Colony""."
abesh-feller;Which American pioneer and lamp manufacturer was born on March 1, 1809?;Robert Cornelius;HUM:ind;6003483;Robert Cornelius (March 1, 1809 2013 August 10, 1893) was an American pioneer of photography and a lamp manufacturer.
schwarz-voss;What food is hot chili pepper paste named?;Harissa;ENTY:food;28038024;Harissa (Arabic: هريسة‎‎ harīsa, from Maghrebi Arabic) is a North African hot chili pepper paste, the main ingredients of which are roasted red peppers, Baklouti pepper, serrano peppers and other hot chili peppers and spices and herbs such as garlic paste, coriander seed, saffron, rose or caraway as well as some vegetable or olive oil for preservation.
ulges;How many square feet is 2.5 square meters?;26;NUM:count;3363;The loss of natural habitat potential from the 6-pack of micro-brew beer is estimated to be 2.5 square meters (26 square feet).
davidoff-meyer;What year did Karl Rudolf Friedenthal die?;1890;NUM:date;6194101;Karl Rudolf Friedenthal (September 15, 1827 \u2013 March 7, 1890) was a Prussian statesman.
ulges;When was the Upper Rhine sold to Burgundy?;1469;NUM:date;25845;The Alsace on the left banks of the Upper Rhine was sold to Burgundy by Archduke Sigismund of Austria in 1469 and eventually fell to France in the Thirty Years' War.
Articifial Stupidity;What is a valve controlling the release of a liquid or gas called?;Tap;ENTY:other;510132;A tap is a valve controlling the release of a liquied or gas.
Powerpuff Girls;When was the European colonial period?;16th century to the mid-20th century;NUM:date;7299;The European colonial period was the era from the 16th century to the mid-20th century when several European powers established colonies in Asia, Africa, and the Americas.
ulges;How many primary affiliates did ABC have in 1954?;14;NUM:count;62027;However that year, ABC had only 14 primary affiliates compared to the 74 that carried the majority of CBS programs and the 71 that were primarily affiliated with NBC.
ulges;What color were the Bronco's uniforms in Super Bowl 50?;white;ENTY:other;42968661;As the designated home team in the annual rotation between AFC and NFC teams, the Broncos elected to wear their road white jerseys with matching white pants.
ulges;Who reported that the mandolin and the mpoulgari were used to accompany the lyria? ;Stelios Foustalierakis;HUM:ind;18888;Stelios Foustalierakis reported that the mandolin and the mpoulgari were used to accompany the lyra in the beginning of the 20th century in the city of Rethimno.
ulges;What is 'grey literature'?;non-peer-reviewed sources;ENTY:other;15030;"Authors may refer to non-peer-reviewed sources (the ""grey literature""), provided that they are of sufficient quality."
Natuerliches Mineralwasser;What is Hesperis matronalis native to;Eurasia;LOC:other;709487;Plants are biennials or short-lived perennials, native to Eurasia and cultivated in many other areas of the world for their attractive, spring-blooming flowers.
elmas-hennig;By whom was the swallow tattoo historically used to show off experience?;sailors;HUM:gr;5984331;The swallow tattoo was a symbol used historically by sailors to show off their sailing experience.
ulges;In what year did New York become the United States capital?;1785;NUM:date;645042;In 1785, the assembly of the Congress of the Confederation made New York the national capital shortly after the war.
elmas-hennig;The 1950 biography Rommel: The Desert Fox was written by whom?;Desmond Young;HUM:ind;50393978;Rommel: The Desert Fox is a 1950 biography of German Field Marshal Erwin Rommel by Desmond Young.
funk-jung;When did Nick Waterlow die?;November 2009;NUM:date;25056261;Nick Waterlow was a curator at the Ivan Dougherty Gallery in Sydney, Australia until his death in November 2009.
Powerpuff Girls;What was the population of 'Cuareim' in 2011?;710;NUM:count;32233758;In 2011 Cuareim had a population of 710.
bauer-klamroth;When was 'The Glorious Fourth' written?;1974;NUM:date;8160558;"""The Glorious Fourth"" is a song written by Richard M. Sherman and Robert B. Sherman in 1974 for the then-upcoming American Bicentennial."
bauer-klamroth;How many ways does the Jiak Chuan Road have?;2;NUM:count;7805504;Jiak Chuan Road (Chinese: 若泉路, pinyin: Ruò quán lù) is a two-way road in Chinatown within the Outram Planning Area in Singapore.
elmas-hennig;Which country is the island Pulau Beras belonging too?;Indonesia;LOC:country;49099853;Pulau Beras is an island in western Sumatra, Indonesia.
Die eisernen Einhoerner;When was Tonnerre de Zeus opened?;1997;NUM:date;2982541;Opened in 1997 and built by Custom Coasters International, it is as of today the 2nd longest wooden coaster in Europe, after Colossos, with a track length of 1230m (4044 feet).
davidoff-meyer;How many GB of RAM do you need for RealityCapture?;8;NUM:count;51080067;Technical Requirements ==\nRealityCapture runs on 64bit machines with at least 8GB of RAM, 64bit Windows 7 / 8 / 8.1 / 10, graphics card with nVidia Cuda 2.0+ GPU and at least 1GB RAM.
ott-ragowski;Who conducted MegaTransect?;J. Michael Fay;HUM:ind;2521102;MegaTransect was the name for a project conducted in Africa in 1999 by J. Michael Fay to spend 455 days on the expedition hike of 2000 miles across the Congo Basin of Africa to survey the ecological and environmental status of the region.
davidoff-meyer;"When was the ""The Infamous John Friend"" novel released?";1909;NUM:date;3513110;The Infamous John Friend is the title of both a 1909 novel and the 1959 BBC television miniseries based on it.
frehmann-kaminski;In which city did James Bass Mullinger die?;Cambridge;LOC:city;26860645;He died at Cambridge on 22 November 1917, at the age of 74.
funk-jung;Where is Tharpaling Monastery located?;Bhutan;LOC:country;27128434;Tharpaling Monastery is a Buddhist monastery in Bhutan.
ulges;How much money did overseas Nigerians send home in 2004?;USD 2.3 billion;NUM:count;21383;According to the International Organization for Migration, Nigeria witnessed a dramatic increase in remittances sent home from overseas Nigerians, going from USD 2.3 billion in 2004 to 17.9 billion in 2007.
FuhrmeisterLamkadmiLendle;What is the name of a documentary film about Australian history from the year 1983?;Lousy Little Sixpence;ENTY:cremat;44931377;Lousy Little Sixpence is a 1983 Australian documentary film about Australian history that details the early years of the Stolen Generations and the struggle of Aboriginal Australians against the Aboriginal Protection Board in the 1930s.
ravindran-wedemeyer;What are the names of Patricia Kitcher’s sons?;Andrew and Charles;HUM:ind;40081048;She lives in New York City with her husband, Philip Kitcher, also a philosopher, with whom she has two sons, Andrew and Charles.
ulges;Where is Saraiki usually spoken?;south Punjab;LOC:other;24751;Saraiki is mostly spoken in south Punjab, and Pashto, spoken in some parts of north west Punjab, especially in Attock District and Mianwali District.
ulges;From what years did Late Cubism take place? ;1914 to 1921;NUM:date;37803;"According to Cooper there was ""Early Cubism"", (from 1906 to 1908) when the movement was initially developed in the studios of Picasso and Braque, the second phase being called ""High Cubism"", (from 1909 to 1914) during which time Juan Gris emerged as an important exponent (after 1911), and finally Cooper referred to ""Late Cubism"" (from 1914 to 1921) as the last phase of Cubism as a radical avant-garde movement."
Brennholzverleih;Who discovered Davis Bay?;Douglas Mawson;HUM:ind;2788097;It was discovered from the Aurora by the Australasian Antarctic Expedition (1910–14) under Douglas Mawson, and named by Mawson for Captain John King Davis, master of the Aurora and second-in-command of the expedition.
Team Triggered;What is Atlantis?;a fictional island;ENTY:cremat;2178;Atlantis (Ancient Greek: Ἀτλαντὶς νῆσος, island of Atlas) is a fictional island mentioned within an allegory on the hubris of nations in Plato's works Timaeus and Critias, where it represents the antagonist naval power that besieges Ancient Athens, the pseudo-historic embodiment of Plato's ideal state (see The Republic).
roth-schoeneich;What was the Legislative Council of the Falkland Islands?;The unicameral legislature of the Falkland Islands;HUM:gr;24660757;The Legislative Council of the Falkland Islands (sometimes referred to as LEGCO) was the unicameral legislature of the Falkland Islands from 13 November 1845 until 1 January 2009
ulges;Qing troops allowed no rebels who spoke what dialect to surrender?;Taiping;ENTY:other;21791;Both the Qing viceroy and the Taiping king resided in buildings that would later be known as the Presidential Palace.
maciejewska-maita;Where is Sigchos?;Ecuador;LOC:country;24385672;Sigchos is a town in Cotopaxi Province Ecuador.
schwarz-voss;What is the nearest city to Tingbjerg?;Copenhagen;LOC:city;18905949;It is located in Copenhagen County, 6 km northwest of the center of Copenhagen in Denmark.
Natuerliches Mineralwasser;Who was known as Guam�n Poma or Wam�n Poma;Felipe Huaman Poma de Ayala;HUM:ind;2481094;Felipe Huaman Poma de Ayala (ca. 1535[1] � after 1616), also known as Guam�n Poma or Wam�n Poma, was a Quechua nobleman known for chronicling and denouncing the ill treatment of the natives of the Andes by the Spanish after their conquest.
davidoff-meyer;When was Berlin united?;1990;NUM:date;703732;(See also Divided cities)\n\n\n== Examples ==\nBeirut united in 1990\nEast Beirut 1975–1990\nWest Beirut 1975–1990\n\nBerlin united in 1990\nWest Berlin 1945–1990\nEast Berlin 1945–1990\n\nBudapest united in 1873\nBuda\nPest\nÓbuda\n\nJerusalem, united in 1967 under Israeli rule
ulges;Caribean and where else is there a low population of child workers?;Latin America;LOC:other;101942;Latin America and Caribbean region have lower overall population density, but at 14 million child labourers has high incidence rates too.
ott-ragowski;In which year Dorothy Margaret Harley Eber was born?;1925;NUM:date;29742193;Dorothy Margaret Harley Eber, CM (born 1925) is a Canadian author and one of the first people to transcribe and publish oral histories of Inuit people in Nunavut in both English and Inuktitut.
lang-wilhelm;Which animals is the Annamite Range a home to besides the Annamite rabbit,antelope-like saola,the Douc langur,the large gaur and the Chinese pangolin?;Indochinese tiger;ENTY:animal;3447716;The range is home to rare creatures such as the recently discovered Annamite rabbit and the antelope-like saola,the Douc langur,the large gaur,the Chinese pangolin and the Indochinese tiger.
ulges;What was the resolution that granted Namibia it's name?;Resolution 2372 (XXII);ENTY:cremat;21292;South West Africa became known as Namibia by the UN when the General Assembly changed the territory's name by Resolution 2372 (XXII) of 12 June 1968.
ulges;What is the population of New York City as of 2014?;8,491,079;NUM:count;645042;With a census-estimated 2014 population of 8,491,079 distributed over a land area of just 305 square miles (790 km2), New York is the most densely populated major city in the United States.
ulges;Where are more moist areas found in southern Europe?;north coast of Spain;LOC:other;410666;Additionally, the north coast of Spain experiences a wetter Atlantic climate.
ulges;There is a large number of river names and other placenames of Slavic origin in what country?;Romania;LOC:country;29440;There is a large number of river names and other placenames of Slavic origin in Romania.
abesh-feller;"When did Yeltsin release the tapes of the KAL 007's ""Black Box"" to the International Civil Aviation Organization (ICAO)?";8 January 1993;NUM:date;23278520;"Yeltsin released the tapes of the KAL 007's ""Black Box"" (its Digital Flight Data Recorder and Cockpit Voice Recorder) to the International Civil Aviation Organization (ICAO) on 8 January 1993."
ulges;When did the Carolina Hurricanes win the Stanley Cup?;2006;NUM:date;57845;The Hurricanes are the only major league (NFL, NHL, NBA, MLB) professional sports team in North Carolina to have won a championship, winning the Stanley Cup in 2006, over the Edmonton Oilers.
frehmann-kaminski;When was the Frobisher Bay Air Base closed?;1963;NUM:date;23295984;It was closed in 1963 and became a civilian airport Frobisher Bay Airport (Iqaluit Airport since 1987).
DieDreier;What allows hot lava to escape from a magma chamber?;volcano;ENTY:other;32571;A volcano is a rupture in the crust of a planetary-mass object, such as Earth, that allows hot lava, volcanic ash, and gases to escape from a magma chamber below the surface.
ulges;Along with the Punjab, what did Muhammad bin Wasim conquer?;Sindh;LOC:other;49855;In the year 712, Muhammad bin Qasim, an Umayyad general, sailed from the Persian Gulf into Sindh in Pakistan and conquered both the Sindh and the Punjab regions along the Indus river.
ulges;How much has Dell's value increased since they went private?;doubled;NUM:count;102490;It's thought that the company's value has roughly doubled since then.
benjabeur-reitz;In which Country is Savona?;Italy;LOC:country;745321;Savona [sa\u02c8vo\u02d0na]  listen  (Ligurian: Sann-a [\u02c8sa\u014b\u02d0a] French: Savone) is a seaport and comune in the northern Italian region of Liguria, capital of the Province of Savona, in the Riviera di Ponente on the Mediterranean Sea
ulges;What other city has hosted the Super Bowl ten times?;New Orleans;LOC:city;42968661;The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010.
maciejewska-maita;How many miles does the Salmon River flows through central Idaho?;425;NUM:count;651962;The Salmon is also known as The River of No Return. It flows for 425 miles (684 km) through central Idaho
ulges;What was the name of the Dutch physicist who invented the Leyden Jar?;Pieter van Musschenbroek;HUM:ind;4932111;The following year, the Dutch physicist Pieter van Musschenbroek invented a similar capacitor, which was named the Leyden jar, after the University of Leiden where he worked.
frehmann-kaminski;When ended the russian Siege of Reval?;1571;NUM:date;47301206;The Russian Siege of Reval in Swedish Estonia ends.
ulges;What is the name of the slug that is native to both Britain and Ireland?;Kerry slug;ENTY:animal;3736;Notable exceptions include the Kerry slug and certain species of wood lice native to Ireland but not Great Britain.
elmas-hennig;In which year did Theodore Roosevelt campaign against the invisible government?;1912;NUM:date;20989003;"In 1912, US politician Theodore Roosevelt campaigned against the ""invisible government"", ""the unholy alliance between corrupt business and corrupt politics."""
ulges;What expedition discovered coal on Antarctica?;Nimrod Expedition;ENTY:other;18959138;It was first recorded near the Beardmore Glacier by Frank Wild on the Nimrod Expedition, and now low-grade coal is known across many parts of the Transantarctic Mountains.
Powerpuff Girls;How many districts has Mainz?;15;LOC:other;20537;The city of Mainz is divided into 15 local districts according to the main statute of the city of Mainz.
davidoff-meyer;How long is The Big River?;12 miles;NUM:count;709741;The Big River is a tributary of the Coast Fork Willamette River, approximately 12 miles (19 km) long, in western Oregon in the United States.
benjabeur-reitz;In which region the Tunguska event occured?;Siberia;LOC:other;63794;One of the best-known recorded impacts in modern times was the Tunguska event, which occurred in Siberia, Russia, in 1908.
abesh-feller;What province of Austriais the Scheiblingstein located in?;Styria;LOC:country;49483684;Scheiblingstein is a mountain in Styria, Austria at an elevation of 1622m high.
ulges;Motor and sensory skills are examples of what kind of brain function?;primary;ENTY:other;83859;The first areas of the brain to be pruned are those involving primary functions, such as motor and sensory areas.
donaera-selak;When where the La Loche shootings?;January 22, 2016;NUM:date;49192524;On January 22, 2016, four people were killed and seven others injured in a shooting spree in La Loche, Saskatchewan, Canada.
boutaleb-rahoui;On which floor of Columbia University's Butler Library is the Rare Book & Manuscript Library located?;6;NUM:count;20820076;Columbia University's Rare Book & Manuscript Library is located on the 6th Floor of Columbia University's Butler Library
roth-schoeneich;Which city was the first capital of Georgia?;Savannah;LOC:city;14643525;Savannah was established in 1733 and was the first colonial and state capital of Georgia.
frehmann-kaminski;When was Atlantic City incorporated?;May 1, 1854;NUM:date;106211;It is on Absecon Island, on the Atlantic coast. Atlantic City was incorporated on May 1, 1854.
schwarz-voss;Which movie was release on 10 January 2000 on ABC?;King of the World;ENTY:cremat;35953252;King of the World is an American television film which aired on January 10, 2000 on ABC.
benjabeur-reitz;When did the Chapeltown riot happen?;1981;NUM:date;20808451;The most famous of these is perhaps the 1981 Chapeltown riot, which took place the same time as riots in London (Brixton), Birmingham (Handsworth) and Liverpool (Toxteth).
abesh-feller;What is Bhutan?;country;LOC:country;2421391;Bhutan, officially the Kingdom of Bhutan, is a landlocked country in Asia and the smallest state located entirely within the Himalaya mountain range.
ulges;Which part of his body did Schwarzenegger work to develop with Coach Bennett?;legs;ENTY:other;1806;Yorton's leg definition had been judged superior, and Schwarzenegger, under a training program devised by Bennett, concentrated on improving the muscle definition and power in his legs.
buch-kyritz;To whom was the Parthenon temple in Greece dedicated to?;Goddess Athena;HUM:ind;23672;The Parthenon (/ˈpɑːrθəˌnɒnˌ -nən/, Ancient Greek: Παρθενών, Modern Greek: Παρθενώνας, Parthenónas) is a former temple, on the Athenian Acropolis, Greece, dedicated to the goddess Athena, whom the people of Athens considered their patron.
funk-jung;On which island is the Ardhallow Battery Fort located?;Cowal Penisula;LOC:other;18086996;Ardhallow Battery is a Palmerston Fort in Dunoon on the Cowal Peninsula in Scotland.
boutaleb-rahoui;Where is the Annenberg Center located?;Pennsylvania;LOC:city;4280967;The Annenberg Center for the Performing Arts is a theatre, dance and world music venue in Philadelphia, Pennsylvania.
kaiser-simkin;What does SUHR stand for?;The Society for Underwater Historical Research;HUM:gr;36105018;The Society for Underwater Historical Research (SUHR) was an amateur maritime archaeology organisation operating in South Australia (SA)  
ulges;Saint Helena has a high proportion of what kind of birds?;endemic;ENTY:other;26945;St Helena has long been known for its high proportion of endemic birds and vascular plants.
donaera-selak;How long is the Mirna?;53 km;NUM:count;18643151;It is Istria's longest and richest river, being 53 km (33 mi) long and having a basin covering an area of 458 km2 (177 sq mi).
